match_id,match_team_id,phase,phase_group,raw,team,team_id,unit,value
2026-M051-SUI-CAN,2026-M051-SUI-CAN_SUI,Mid Block,Out Of Possession,19%,Switzerland,SUI,%,19.0
2026-M051-SUI-CAN,2026-M051-SUI-CAN_CAN,Mid Block,Out Of Possession,27%,Canada,CAN,%,27.0
2026-M051-SUI-CAN,2026-M051-SUI-CAN_SUI,Low Block,Out Of Possession,20%,Switzerland,SUI,%,20.0
2026-M051-SUI-CAN,2026-M051-SUI-CAN_CAN,Low Block,Out Of Possession,5%,Canada,CAN,%,5.0
2026-M051-SUI-CAN,2026-M051-SUI-CAN_SUI,Recovery,Out Of Possession,5%,Switzerland,SUI,%,5.0
2026-M051-SUI-CAN,2026-M051-SUI-CAN_CAN,Recovery,Out Of Possession,4%,Canada,CAN,%,4.0
2026-M051-SUI-CAN,2026-M051-SUI-CAN_SUI,Defensive Transition,Out Of Possession,16%,Switzerland,SUI,%,16.0
2026-M051-SUI-CAN,2026-M051-SUI-CAN_CAN,Defensive Transition,Out Of Possession,17%,Canada,CAN,%,17.0
2026-M051-SUI-CAN,2026-M051-SUI-CAN_SUI,Counter-press,Out Of Possession,11%,Switzerland,SUI,%,11.0
2026-M051-SUI-CAN,2026-M051-SUI-CAN_CAN,Counter-press,Out Of Possession,11%,Canada,CAN,%,11.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Build Up Unopposed,In Possession,43%,Bosnia and Herzegovina,BIH,%,43.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Build Up Unopposed,In Possession,33%,Qatar,QAT,%,33.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Build Up Opposed,In Possession,14%,Bosnia and Herzegovina,BIH,%,14.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Build Up Opposed,In Possession,16%,Qatar,QAT,%,16.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Progression,In Possession,20%,Bosnia and Herzegovina,BIH,%,20.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Progression,In Possession,18%,Qatar,QAT,%,18.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Final Third,In Possession,12%,Bosnia and Herzegovina,BIH,%,12.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Final Third,In Possession,16%,Qatar,QAT,%,16.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Long Ball,In Possession,3%,Bosnia and Herzegovina,BIH,%,3.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Long Ball,In Possession,5%,Qatar,QAT,%,5.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Attacking Transition,In Possession,10%,Bosnia and Herzegovina,BIH,%,10.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Attacking Transition,In Possession,10%,Qatar,QAT,%,10.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Counter Attack,In Possession,0%,Bosnia and Herzegovina,BIH,%,0.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Counter Attack,In Possession,2%,Qatar,QAT,%,2.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Set Piece,In Possession,5%,Bosnia and Herzegovina,BIH,%,5.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Set Piece,In Possession,8%,Qatar,QAT,%,8.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,High Press,Out Of Possession,7%,Bosnia and Herzegovina,BIH,%,7.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,High Press,Out Of Possession,5%,Qatar,QAT,%,5.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Mid Press,Out Of Possession,6%,Bosnia and Herzegovina,BIH,%,6.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Mid Press,Out Of Possession,4%,Qatar,QAT,%,4.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Low Press,Out Of Possession,0%,Bosnia and Herzegovina,BIH,%,0.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Low Press,Out Of Possession,0%,Qatar,QAT,%,0.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,High Block,Out Of Possession,4%,Bosnia and Herzegovina,BIH,%,4.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,High Block,Out Of Possession,8%,Qatar,QAT,%,8.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Mid Block,Out Of Possession,17%,Bosnia and Herzegovina,BIH,%,17.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Mid Block,Out Of Possession,29%,Qatar,QAT,%,29.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Low Block,Out Of Possession,24%,Bosnia and Herzegovina,BIH,%,24.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Low Block,Out Of Possession,19%,Qatar,QAT,%,19.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Recovery,Out Of Possession,4%,Bosnia and Herzegovina,BIH,%,4.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Recovery,Out Of Possession,4%,Qatar,QAT,%,4.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Defensive Transition,Out Of Possession,10%,Bosnia and Herzegovina,BIH,%,10.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Defensive Transition,Out Of Possession,10%,Qatar,QAT,%,10.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,Counter-press,Out Of Possession,9%,Bosnia and Herzegovina,BIH,%,9.0
2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,Counter-press,Out Of Possession,8%,Qatar,QAT,%,8.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Build Up Unopposed,In Possession,49%,Czechia,CZE,%,49.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Build Up Unopposed,In Possession,34%,Mexico,MEX,%,34.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Build Up Opposed,In Possession,10%,Czechia,CZE,%,10.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Build Up Opposed,In Possession,16%,Mexico,MEX,%,16.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Progression,In Possession,19%,Czechia,CZE,%,19.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Progression,In Possession,14%,Mexico,MEX,%,14.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Final Third,In Possession,13%,Czechia,CZE,%,13.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Final Third,In Possession,15%,Mexico,MEX,%,15.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Long Ball,In Possession,5%,Czechia,CZE,%,5.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Long Ball,In Possession,5%,Mexico,MEX,%,5.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Attacking Transition,In Possession,9%,Czechia,CZE,%,9.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Attacking Transition,In Possession,12%,Mexico,MEX,%,12.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Counter Attack,In Possession,0%,Czechia,CZE,%,0.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Counter Attack,In Possession,1%,Mexico,MEX,%,1.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Set Piece,In Possession,8%,Czechia,CZE,%,8.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Set Piece,In Possession,8%,Mexico,MEX,%,8.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,High Press,Out Of Possession,7%,Czechia,CZE,%,7.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,High Press,Out Of Possession,7%,Mexico,MEX,%,7.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Mid Press,Out Of Possession,4%,Czechia,CZE,%,4.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Mid Press,Out Of Possession,2%,Mexico,MEX,%,2.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Low Press,Out Of Possession,0%,Czechia,CZE,%,0.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Low Press,Out Of Possession,0%,Mexico,MEX,%,0.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,High Block,Out Of Possession,4%,Czechia,CZE,%,4.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,High Block,Out Of Possession,5%,Mexico,MEX,%,5.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Mid Block,Out Of Possession,24%,Czechia,CZE,%,24.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Mid Block,Out Of Possession,25%,Mexico,MEX,%,25.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Low Block,Out Of Possession,19%,Czechia,CZE,%,19.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Low Block,Out Of Possession,15%,Mexico,MEX,%,15.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Recovery,Out Of Possession,5%,Czechia,CZE,%,5.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Recovery,Out Of Possession,4%,Mexico,MEX,%,4.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Defensive Transition,Out Of Possession,12%,Czechia,CZE,%,12.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Defensive Transition,Out Of Possession,9%,Mexico,MEX,%,9.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,Counter-press,Out Of Possession,7%,Czechia,CZE,%,7.0
2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,Counter-press,Out Of Possession,8%,Mexico,MEX,%,8.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Build Up Unopposed,In Possession,33%,South Africa,RSA,%,33.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Build Up Unopposed,In Possession,48%,Korea Republic,KOR,%,48.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Build Up Opposed,In Possession,12%,South Africa,RSA,%,12.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Build Up Opposed,In Possession,16%,Korea Republic,KOR,%,16.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Progression,In Possession,12%,South Africa,RSA,%,12.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Progression,In Possession,18%,Korea Republic,KOR,%,18.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Final Third,In Possession,9%,South Africa,RSA,%,9.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Final Third,In Possession,18%,Korea Republic,KOR,%,18.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Long Ball,In Possession,8%,South Africa,RSA,%,8.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Long Ball,In Possession,1%,Korea Republic,KOR,%,1.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Attacking Transition,In Possession,15%,South Africa,RSA,%,15.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Attacking Transition,In Possession,10%,Korea Republic,KOR,%,10.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Counter Attack,In Possession,2%,South Africa,RSA,%,2.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Counter Attack,In Possession,1%,Korea Republic,KOR,%,1.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Set Piece,In Possession,5%,South Africa,RSA,%,5.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Set Piece,In Possession,5%,Korea Republic,KOR,%,5.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,High Press,Out Of Possession,2%,South Africa,RSA,%,2.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,High Press,Out Of Possession,6%,Korea Republic,KOR,%,6.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Mid Press,Out Of Possession,2%,South Africa,RSA,%,2.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Mid Press,Out Of Possession,4%,Korea Republic,KOR,%,4.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Low Press,Out Of Possession,1%,South Africa,RSA,%,1.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Low Press,Out Of Possession,0%,Korea Republic,KOR,%,0.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,High Block,Out Of Possession,6%,South Africa,RSA,%,6.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,High Block,Out Of Possession,8%,Korea Republic,KOR,%,8.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Mid Block,Out Of Possession,30%,South Africa,RSA,%,30.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Mid Block,Out Of Possession,16%,Korea Republic,KOR,%,16.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Low Block,Out Of Possession,33%,South Africa,RSA,%,33.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Low Block,Out Of Possession,13%,Korea Republic,KOR,%,13.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Recovery,Out Of Possession,2%,South Africa,RSA,%,2.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Recovery,Out Of Possession,5%,Korea Republic,KOR,%,5.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Defensive Transition,Out Of Possession,10%,South Africa,RSA,%,10.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Defensive Transition,Out Of Possession,15%,Korea Republic,KOR,%,15.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,Counter-press,Out Of Possession,6%,South Africa,RSA,%,6.0
2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,Counter-press,Out Of Possession,9%,Korea Republic,KOR,%,9.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Build Up Unopposed,In Possession,32%,Curaçao,CUW,%,32.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Build Up Unopposed,In Possession,39%,Côte d'Ivoire,CIV,%,39.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Build Up Opposed,In Possession,11%,Curaçao,CUW,%,11.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Build Up Opposed,In Possession,15%,Côte d'Ivoire,CIV,%,15.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Progression,In Possession,19%,Curaçao,CUW,%,19.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Progression,In Possession,18%,Côte d'Ivoire,CIV,%,18.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Final Third,In Possession,14%,Curaçao,CUW,%,14.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Final Third,In Possession,15%,Côte d'Ivoire,CIV,%,15.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Long Ball,In Possession,3%,Curaçao,CUW,%,3.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Long Ball,In Possession,2%,Côte d'Ivoire,CIV,%,2.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Attacking Transition,In Possession,13%,Curaçao,CUW,%,13.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Attacking Transition,In Possession,10%,Côte d'Ivoire,CIV,%,10.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Counter Attack,In Possession,1%,Curaçao,CUW,%,1.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Counter Attack,In Possession,1%,Côte d'Ivoire,CIV,%,1.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Set Piece,In Possession,5%,Curaçao,CUW,%,5.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Set Piece,In Possession,6%,Côte d'Ivoire,CIV,%,6.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,High Press,Out Of Possession,5%,Curaçao,CUW,%,5.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,High Press,Out Of Possession,4%,Côte d'Ivoire,CIV,%,4.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Mid Press,Out Of Possession,5%,Curaçao,CUW,%,5.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Mid Press,Out Of Possession,5%,Côte d'Ivoire,CIV,%,5.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Low Press,Out Of Possession,1%,Curaçao,CUW,%,1.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Low Press,Out Of Possession,1%,Côte d'Ivoire,CIV,%,1.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,High Block,Out Of Possession,5%,Curaçao,CUW,%,5.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,High Block,Out Of Possession,4%,Côte d'Ivoire,CIV,%,4.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Mid Block,Out Of Possession,26%,Curaçao,CUW,%,26.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Mid Block,Out Of Possession,25%,Côte d'Ivoire,CIV,%,25.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Low Block,Out Of Possession,28%,Curaçao,CUW,%,28.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Low Block,Out Of Possession,16%,Côte d'Ivoire,CIV,%,16.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Recovery,Out Of Possession,1%,Curaçao,CUW,%,1.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Recovery,Out Of Possession,4%,Côte d'Ivoire,CIV,%,4.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Defensive Transition,Out Of Possession,10%,Curaçao,CUW,%,10.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Defensive Transition,Out Of Possession,13%,Côte d'Ivoire,CIV,%,13.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,Counter-press,Out Of Possession,7%,Curaçao,CUW,%,7.0
2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,Counter-press,Out Of Possession,13%,Côte d'Ivoire,CIV,%,13.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Build Up Unopposed,In Possession,37%,Ecuador,ECU,%,37.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Build Up Unopposed,In Possession,39%,Germany,GER,%,39.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Build Up Opposed,In Possession,13%,Ecuador,ECU,%,13.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Build Up Opposed,In Possession,15%,Germany,GER,%,15.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Progression,In Possession,10%,Ecuador,ECU,%,10.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Progression,In Possession,17%,Germany,GER,%,17.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Final Third,In Possession,12%,Ecuador,ECU,%,12.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Final Third,In Possession,14%,Germany,GER,%,14.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Long Ball,In Possession,6%,Ecuador,ECU,%,6.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Long Ball,In Possession,3%,Germany,GER,%,3.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Attacking Transition,In Possession,20%,Ecuador,ECU,%,20.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Attacking Transition,In Possession,14%,Germany,GER,%,14.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Counter Attack,In Possession,3%,Ecuador,ECU,%,3.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Counter Attack,In Possession,1%,Germany,GER,%,1.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Set Piece,In Possession,5%,Ecuador,ECU,%,5.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Set Piece,In Possession,5%,Germany,GER,%,5.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,High Press,Out Of Possession,5%,Ecuador,ECU,%,5.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,High Press,Out Of Possession,4%,Germany,GER,%,4.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Mid Press,Out Of Possession,4%,Ecuador,ECU,%,4.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Mid Press,Out Of Possession,3%,Germany,GER,%,3.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Low Press,Out Of Possession,1%,Ecuador,ECU,%,1.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Low Press,Out Of Possession,0%,Germany,GER,%,0.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,High Block,Out Of Possession,4%,Ecuador,ECU,%,4.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,High Block,Out Of Possession,5%,Germany,GER,%,5.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Mid Block,Out Of Possession,19%,Ecuador,ECU,%,19.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Mid Block,Out Of Possession,11%,Germany,GER,%,11.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Low Block,Out Of Possession,28%,Ecuador,ECU,%,28.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Low Block,Out Of Possession,33%,Germany,GER,%,33.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Recovery,Out Of Possession,4%,Ecuador,ECU,%,4.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Recovery,Out Of Possession,6%,Germany,GER,%,6.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Defensive Transition,Out Of Possession,14%,Ecuador,ECU,%,14.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Defensive Transition,Out Of Possession,20%,Germany,GER,%,20.0
2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,Counter-press,Out Of Possession,11%,Ecuador,ECU,%,11.0
2026-M056-ECU-GER,2026-M056-ECU-GER_GER,Counter-press,Out Of Possession,13%,Germany,GER,%,13.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Build Up Unopposed,In Possession,40%,Japan,JPN,%,40.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Build Up Unopposed,In Possession,45%,Sweden,SWE,%,45.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Build Up Opposed,In Possession,9%,Japan,JPN,%,9.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Build Up Opposed,In Possession,13%,Sweden,SWE,%,13.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Progression,In Possession,16%,Japan,JPN,%,16.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Progression,In Possession,13%,Sweden,SWE,%,13.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Final Third,In Possession,13%,Japan,JPN,%,13.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Final Third,In Possession,13%,Sweden,SWE,%,13.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Long Ball,In Possession,4%,Japan,JPN,%,4.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Long Ball,In Possession,7%,Sweden,SWE,%,7.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Attacking Transition,In Possession,16%,Japan,JPN,%,16.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Attacking Transition,In Possession,14%,Sweden,SWE,%,14.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Counter Attack,In Possession,1%,Japan,JPN,%,1.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Counter Attack,In Possession,1%,Sweden,SWE,%,1.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Set Piece,In Possession,5%,Japan,JPN,%,5.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Set Piece,In Possession,8%,Sweden,SWE,%,8.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,High Press,Out Of Possession,3%,Japan,JPN,%,3.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,High Press,Out Of Possession,5%,Sweden,SWE,%,5.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Mid Press,Out Of Possession,2%,Japan,JPN,%,2.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Mid Press,Out Of Possession,2%,Sweden,SWE,%,2.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Low Press,Out Of Possession,0%,Japan,JPN,%,0.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Low Press,Out Of Possession,0%,Sweden,SWE,%,0.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,High Block,Out Of Possession,6%,Japan,JPN,%,6.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,High Block,Out Of Possession,4%,Sweden,SWE,%,4.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Mid Block,Out Of Possession,22%,Japan,JPN,%,22.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Mid Block,Out Of Possession,18%,Sweden,SWE,%,18.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Low Block,Out Of Possession,27%,Japan,JPN,%,27.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Low Block,Out Of Possession,31%,Sweden,SWE,%,31.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Recovery,Out Of Possession,4%,Japan,JPN,%,4.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Recovery,Out Of Possession,3%,Sweden,SWE,%,3.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Defensive Transition,Out Of Possession,14%,Japan,JPN,%,14.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Defensive Transition,Out Of Possession,16%,Sweden,SWE,%,16.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,Counter-press,Out Of Possession,9%,Japan,JPN,%,9.0
2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,Counter-press,Out Of Possession,10%,Sweden,SWE,%,10.0
2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,Build Up Unopposed,In Possession,22%,Tunisia,TUN,%,22.0
2026-M058-TUN-NED,2026-M058-TUN-NED_NED,Build Up Unopposed,In Possession,51%,Netherlands,NED,%,51.0
2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,Build Up Opposed,In Possession,12%,Tunisia,TUN,%,12.0
2026-M058-TUN-NED,2026-M058-TUN-NED_NED,Build Up Opposed,In Possession,15%,Netherlands,NED,%,15.0
2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,Progression,In Possession,14%,Tunisia,TUN,%,14.0
2026-M058-TUN-NED,2026-M058-TUN-NED_NED,Progression,In Possession,17%,Netherlands,NED,%,17.0
